      Type       |        Subtype        |   Base   |   Size   |  CRC32   |   Name 
 File            | PEI module            |   N/A    | 00000DBA | A41B6E3B | ------- 6470A429-20F8-4F17-A8C7-00EAEC19FD0B
 Section         | PEI dependency        |   N/A    | 00000016 | 99E93E7C | -------- PEI dependency section
 Section         | TE image              |   N/A    | 00000D7C | 3593AA43 | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 000026BA | F600B636 | ------- 85B79D5D-EAAD-4A85-BA28-03D1362E668D
 Section         | PEI dependency        |   N/A    | 00000016 | 99E93E7C | -------- PEI dependency section
 Section         | TE image              |   N/A    | 0000267C | C75EDD6F | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 000021DE | 11A0B7D4 | ------- 95A7DF51-966F-499C-BCAB-9C2422C0D3D2
 Section         | PEI dependency        |   N/A    | 0000003A | AC666327 | -------- PEI dependency section
 Section         | TE image              |   N/A    | 0000217C | A32534FB | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 00000ABA | FE4EF0A5 | ------- 00D6E846-49C7-4517-AC79-A70E8BC0553C
 Section         | PEI dependency        |   N/A    | 00000028 | 59516E4D | -------- PEI dependency section
 Section         | TE image              |   N/A    | 00000A6C | 2429A843 | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 000016CE | 897AA97B | ------- 79BA7128-D5EF-4B41-912C-5F80DC9E1B24
 Section         | PEI dependency        |   N/A    | 0000003A | 082C0972 | -------- PEI dependency section
 Section         | TE image              |   N/A    | 0000166C | 369C52EE | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 000021DE | 14F24588 | ------- 41415623-A074-4369-98C8-370770AED42B
 Section         | PEI dependency        |   N/A    | 0000004C | 17A63ADB | -------- PEI dependency section
 Section         | TE image              |   N/A    | 0000216C | 31E00C1C | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 00000CC2 | 26A75F39 | ------- 4B6E1294-08D2-4131-83E4-14BE9FCD42C1
 Section         | PEI dependency        |   N/A    | 00000028 | 88D2881E | -------- PEI dependency section
 Section         | TE image              |   N/A    | 00000C74 | E0A70E20 | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 000037FA | 505A15BC | ------- F761BD04-6E5E-4E37-94F4-4699972B243D
 Section         | PEI dependency        |   N/A    | 0000005E | 221A7AE1 | -------- PEI dependency section
 Section         | TE image              |   N/A    | 00003774 | EB12318B | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 00001302 | 747303E9 | ------- 6C3A7C66-3D26-4B1B-B803-2D801243BE29
 Section         | PEI dependency        |   N/A    | 00000066 | D5D72C88 | -------- PEI dependency section
 Section         | TE image              |   N/A    | 00001274 | E8A7D335 | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 000038FA | 61D7B32B | ------- E2D5F333-D89E-4F3B-A270-7AB3C1727A57
 Section         | PEI dependency        |   N/A    | 0000005E | EE3D7EAE | -------- PEI dependency section
 Section         | TE image              |   N/A    | 00003874 | 7D89E752 | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 000011E6 | 8CC81272 | ------- E6E9CCBF-2544-47EF-ACFD-E49A96A79F49
 Section         | PEI dependency        |   N/A    | 0000004C | F05AE7D0 | -------- PEI dependency section
 Section         | TE image              |   N/A    | 00001174 | AD459D46 | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 000021EE | BA46E7FB | ------- 3B4514C2-D098-404C-B1DC-D71AEACA4E96
 Section         | PEI dependency        |   N/A    | 0000004C | 2AE585EE | -------- PEI dependency section
 Section         | TE image              |   N/A    | 0000217C | 29857511 | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 000021F2 | 0140B819 | ------- 7ADAF482-ECE1-42C1-8FB0-BF8955340696
 Section         | PEI dependency        |   N/A    | 0000005E | 37B9F7F2 | -------- PEI dependency section
 Section         | TE image              |   N/A    | 0000216C | 823DE3A8 | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 0001A312 | 1611200F | ------- 7AC954F0-4FBB-4D9C-A2BF-E8A5922E6F30
 Section         | PEI dependency        |   N/A    | 00000070 | 2A34A13A | -------- PEI dependency section
 Section         | TE image              |   N/A    | 0001A27C | E4304DF6 | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 0001B91E | D6030657 | ------- 9F2171EC-7D0F-460F-915D-C58A0F7E6764
 Section         | PEI dependency        |   N/A    | 00000082 | 8BD2CFAC | -------- PEI dependency section
 Section         | TE image              |   N/A    | 0001B874 | 7D8E4BE4 | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 00005302 | FA534B8E | ------- 53F5C473-46B5-45F3-8261-E4A59A9E755D
 Section         | PEI dependency        |   N/A    | 0000005E | 3122CD9D | -------- PEI dependency section
 Section         | TE image              |   N/A    | 0000527C | EE2F6DD2 | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 00002EC2 | 2DD2A82F | ------- 2FC61DE6-1791-479C-8A32-7ABB69A4D8D0
 Section         | PEI dependency        |   N/A    | 00000028 | D0677C01 | -------- PEI dependency section
 Section         | TE image              |   N/A    | 00002E74 | F903F8A1 | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 000050E6 | 037346D4 | ------- 294E3134-59C5-4C21-B59E-4A8F30515091
 Section         | PEI dependency        |   N/A    | 0000004C | D831BE3B | -------- PEI dependency section
 Section         | TE image              |   N/A    | 00005074 | D6F3CC2A | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 000038CE | 517461F1 | ------- E1B8CF4A-FE7B-4676-B4F7-50C7228282A4
 Section         | PEI dependency        |   N/A    | 0000003A | 69ECC135 | -------- PEI dependency section
 Section         | TE image              |   N/A    | 0000386C | 80666D7F | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 000017C2 | DD0DD42B | ------- AF9BAFE5-3459-4803-B8EE-5D6FC7FC511E
 Section         | PEI dependency        |   N/A    | 00000028 | E4173F18 | -------- PEI dependency section
 Section         | TE image              |   N/A    | 00001774 | 27C28BFE | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 000016CA | E14E254D | ------- 1859044F-C25A-4AA8-965A-2410D06A603F
 Section         | PEI dependency        |   N/A    | 00000028 | 1DBFCF54 | -------- PEI dependency section
 Section         | TE image              |   N/A    | 0000167C | FE066134 | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 000094CE | 7C68F12C | ------- 3E5281CC-3A12-4ED7-831E-623D7A18D98A
 Section         | PEI dependency        |   N/A    | 0000003A | 7C877DCD | -------- PEI dependency section
 Section         | TE image              |   N/A    | 0000946C | CB489857 | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 0000B5CE | C2600E75 | ------- 948FA1ED-F8D0-4ECA-81B4-194D8364CCF6
 Section         | PEI dependency        |   N/A    | 0000003A | 7C877DCD | -------- PEI dependency section
 Section         | TE image              |   N/A    | 0000B56C | BC695DA4 | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 000004BA | BF891C49 | ------- 70456853-D70E-496C-B6B1-CF88A30BE1A9
 Section         | PEI dependency        |   N/A    | 00000016 | 99E93E7C | -------- PEI dependency section
 Section         | TE image              |   N/A    | 0000047C | 20BA25D5 | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 000045BA | B42741FE | ------- 0CF7AEE6-3BD4-48A3-97E2-E7E5B83F67FD
 Section         | PEI dependency        |   N/A    | 00000016 | 99E93E7C | -------- PEI dependency section
 Section         | TE image              |   N/A    | 0000457C | F519787A | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 000061BA | CD8AFB57 | ------- CD8F06A8-C30A-4A83-8C56-45D432A4BDEB
 Section         | PEI dependency        |   N/A    | 00000016 | 99E93E7C | -------- PEI dependency section
 Section         | TE image              |   N/A    | 0000617C | 2B2D9723 | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 000019CA | 870D0661 | ------- 7166543F-3E35-41A2-9118-577BBA62C693
 Section         | PEI dependency        |   N/A    | 00000028 | B1077547 | -------- PEI dependency section
 Section         | TE image              |   N/A    | 0000197C | C3D2AAA5 | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 000007DE | B573F763 | ------- E6427302-1B37-4B55-8DD5-F43A2F018DE2
 Section         | PEI dependency        |   N/A    | 0000004C | BF302586 | -------- PEI dependency section
 Section         | TE image              |   N/A    | 0000076C | A55FE059 | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 000004FA | 689C7362 | ------- 3FBD651B-5F0B-47AF-BE25-AE35C63C8D5C
 Section         | PEI dependency        |   N/A    | 0000005E | 5AA5F6DC | -------- PEI dependency section
 Section         | TE image              |   N/A    | 00000474 | 72464FF0 | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 000005F2 | 75C3D133 | ------- 6A30E568-598D-407A-A777-8AEE93BA2812
 Section         | PEI dependency        |   N/A    | 0000005E | 83FF6625 | -------- PEI dependency section
 Section         | TE image              |   N/A    | 0000056C | EAA31C40 | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 000005F2 | C7868306 | ------- 4BBAF21C-98AD-421E-B53C-9EC2E8A87A29
 Section         | PEI dependency        |   N/A    | 0000005E | 52DC7501 | -------- PEI dependency section
 Section         | TE image              |   N/A    | 0000056C | 59B4E70C | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 000060DE | F5B9BC54 | ------- C8F6D366-DDF1-4960-9D57-82F2655A1294
 Section         | PEI dependency        |   N/A    | 0000004C | E1AB66DE | -------- PEI dependency section
 Section         | TE image              |   N/A    | 0000606C | 7CD8A2D6 | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 00006DCE | 505F3C1E | ------- EE911B88-39E3-4F56-B94C-64FFF5B53A3B
 Section         | PEI dependency        |   N/A    | 0000003A | BE917203 | -------- PEI dependency section
 Section         | TE image              |   N/A    | 00006D6C | 70FB6F1A | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 000013B2 | 21AB3E83 | ------- 8975A90C-238C-4FA8-9EF1-03C6C359CA39
 Section         | PEI dependency        |   N/A    | 00000016 | 99E93E7C | -------- PEI dependency section
 Section         | TE image              |   N/A    | 00001374 | D25556E6 | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 00000302 | 6260ACB4 | ------- 9D5FD24C-53DF-44AC-A336-B4879CDB29D9
 Section         | PEI dependency        |   N/A    | 0000005E | 5AA5F6DC | -------- PEI dependency section
 Section         | TE image              |   N/A    | 0000027C | 1807EED1 | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 000002BA | BA649F71 | ------- 58B35361-8922-41BC-B313-EF7ED9ADFDF7
 Section         | PEI dependency        |   N/A    | 00000016 | 99E93E7C | -------- PEI dependency section
 Section         | TE image              |   N/A    | 0000027C | B3B1AC62 | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 000008E6 | 3360DABD | ------- 1C8B7F78-1699-40E6-AF33-9B995D16B043
 Section         | PEI dependency        |   N/A    | 0000004C | 313A8103 | -------- PEI dependency section
 Section         | TE image              |   N/A    | 00000874 | BD9C72E7 | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 000002CA | 8CD2D1AF | ------- 56F0BAAE-F887-45D3-814E-B6D5C489E0F9
 Section         | PEI dependency        |   N/A    | 00000028 | B1077547 | -------- PEI dependency section
 Section         | TE image              |   N/A    | 0000027C | 239F8FE1 | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 000003DE | E2E6B5F0 | ------- 586032E3-1386-4ECC-B547-EB285E21066D
 Section         | PEI dependency        |   N/A    | 0000003A | 6080B48F | -------- PEI dependency section
 Section         | TE image              |   N/A    | 0000037C | A8A177F2 | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 00001ABA | FCB3D261 | ------- 89E549B0-7CFE-449D-9BA3-10D8B2312D71
 Section         | PEI dependency        |   N/A    | 00000028 | BB3EB8AA | -------- PEI dependency section
 Section         | TE image              |   N/A    | 00001A6C | 1775E941 | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 00000EE6 | B8A9262D | ------- ADF01BF6-47D6-495D-B95B-687777807214
 Section         | PEI dependency        |   N/A    | 0000004C | 80338278 | -------- PEI dependency section
 Section         | TE image              |   N/A    | 00000E74 | 91301B85 | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 000007C2 | 9813BED8 | ------- 8E199D3F-3A74-492B-8CB3-93D668D87D07
 Section         | PEI dependency        |   N/A    | 00000028 | BB3EB8AA | -------- PEI dependency section
 Section         | TE image              |   N/A    | 00000774 | 2D7DC7B4 | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 00000BAA | D0E9192E | ------- 4F1F379F-2A62-48BB-AC34-D3F135C6E2B7
 Section         | PEI dependency        |   N/A    | 00000016 | 99E93E7C | -------- PEI dependency section
 Section         | TE image              |   N/A    | 00000B6C | A78116CD | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 00002B02 | 33C1ADCD | ------- 00026AEB-F334-4C15-A7F0-E1E897E9FE91
 Section         | PEI dependency        |   N/A    | 00000070 | BE87A3E0 | -------- PEI dependency section
 Section         | TE image              |   N/A    | 00002A6C | D51193F5 | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 000033DE | 54081530 | ------- 01FB5D53-4FF9-4AD9-ADF5-7DC63659A1B2
 Section         | PEI dependency        |   N/A    | 0000003A | FE83CDC3 | -------- PEI dependency section
 Section         | TE image              |   N/A    | 0000337C | 55515B88 | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 000006BA | D932166C | ------- CAC3FB95-33F5-4596-818B-68E024DDB67B
 Section         | PEI dependency        |   N/A    | 00000028 | BB3EB8AA | -------- PEI dependency section
 Section         | TE image              |   N/A    | 0000066C | A3DC1719 | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 00000BDE | 00BDBEE0 | ------- 968C1D9F-80C4-43B7-8CAE-668AA56C4E71
 Section         | PEI dependency        |   N/A    | 0000003A | C6991EFF | -------- PEI dependency section
 Section         | TE image              |   N/A    | 00000B7C | E0CED54A | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 00002ADE | 1CD194C5 | ------- 34989D8E-930A-4A95-AB04-2E6CFDFF6631
 Section         | PEI dependency        |   N/A    | 0000004C | 01A8ABC5 | -------- PEI dependency section
 Section         | TE image              |   N/A    | 00002A6C | DD1ED04D | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 000005CE | C4173BEB | ------- E9312938-E56B-4614-A252-CF7D2F377E26
 Section         | PEI dependency        |   N/A    | 0000003A | E1FEA632 | -------- PEI dependency section
 Section         | TE image              |   N/A    | 0000056C | 565E2480 | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 000054E6 | 7FB9111D | ------- 9B3F28D5-10A6-46C8-BA72-BD40B847A71A
 Section         | PEI dependency        |   N/A    | 0000004C | 9A932386 | -------- PEI dependency section
 Section         | TE image              |   N/A    | 00005474 | 87A71C5E | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 000005CE | F999A587 | ------- 6B844C5B-6B75-42CA-8E8E-1CB94412B59B
 Section         | PEI dependency        |   N/A    | 0000003A | 0038B168 | -------- PEI dependency section
 Section         | TE image              |   N/A    | 0000056C | FD8E56AD | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 000012D6 | 04744638 | ------- 0135229A-EBB5-4A21-957D-1D20057CF751
 Section         | PEI dependency        |   N/A    | 0000003A | 9C39EEBD | -------- PEI dependency section
 Section         | TE image              |   N/A    | 00001274 | 46FDDCE5 | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 000006D6 | 5BF53F3C | ------- D4926BEA-00A3-40E5-A2B9-C317960F31BF
 Section         | PEI dependency        |   N/A    | 0000003A | C5195144 | -------- PEI dependency section
 Section         | TE image              |   N/A    | 00000674 | 8D7806E2 | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 000004AA | F80D6AD8 | ------- C937D89B-5F9C-4A1E-B10D-8F53D7474220
 Section         | PEI dependency        |   N/A    | 00000016 | 99E93E7C | -------- PEI dependency section
 Section         | TE image              |   N/A    | 0000046C | 9A78C890 | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 000005BA | 3E165DAA | ------- D03F1FE8-86B6-417C-BBDC-18456B821155
 Section         | PEI dependency        |   N/A    | 00000028 | B1077547 | -------- PEI dependency section
 Section         | TE image              |   N/A    | 0000056C | F90E7B7C | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 000012BA | C0AFAF91 | ------- 531D43E0-5BC6-4FF6-8499-5EAE5B195E53
 Section         | PEI dependency        |   N/A    | 00000028 | B1077547 | -------- PEI dependency section
 Section         | TE image              |   N/A    | 0000126C | 7947ADA0 | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 000007D6 | 14A6BA3D | ------- 88B48EA1-F8FF-401B-90B6-7EE6C7CCFC08
 Section         | PEI dependency        |   N/A    | 0000003A | E16A36EE | -------- PEI dependency section
 Section         | TE image              |   N/A    | 00000774 | ADA2E08E | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 000005C2 | 6C1E0A99 | ------- FEB817B5-5006-4DAD-B3B7-B72E26FF3EC3
 Section         | PEI dependency        |   N/A    | 00000028 | BB3EB8AA | -------- PEI dependency section
 Section         | TE image              |   N/A    | 00000574 | B8E3B9E9 | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 00000CDE | FEC2297A | ------- 52715B77-04A5-487A-B980-CDC371B5BEC8
 Section         | PEI dependency        |   N/A    | 0000003A | E64DC892 | -------- PEI dependency section
 Section         | TE image              |   N/A    | 00000C7C | 91D9FF68 | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 000009BA | A0EC8F17 | ------- 240C89D3-0136-45F4-A9EB-42FA03E785FF
 Section         | PEI dependency        |   N/A    | 00000028 | B1077547 | -------- PEI dependency section
 Section         | TE image              |   N/A    | 0000096C | 62D2A9D4 | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 000004BA | 2CFAFFB0 | ------- C3B8BA56-F574-4C39-A9CD-9AC9424742DC
 Section         | PEI dependency        |   N/A    | 00000028 | BB3EB8AA | -------- PEI dependency section
 Section         | TE image              |   N/A    | 0000046C | 06A4D1FC | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 000006BA | EFF3DC10 | ------- C522E695-93FF-4AC7-8220-F849C68C538F
 Section         | PEI dependency        |   N/A    | 00000028 | B1077547 | -------- PEI dependency section
 Section         | TE image              |   N/A    | 0000066C | 712D76D4 | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 000002CA | CC48FE6D | ------- 7DADBC98-6489-4D1C-907A-8EE243AF805B
 Section         | PEI dependency        |   N/A    | 00000028 | BB3EB8AA | -------- PEI dependency section
 Section         | TE image              |   N/A    | 0000027C | F2AD66D7 | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 000008C2 | 620CE1B4 | ------- A8FB59B6-8417-48A1-B565-199849271066
 Section         | PEI dependency        |   N/A    | 00000028 | B1077547 | -------- PEI dependency section
 Section         | TE image              |   N/A    | 00000874 | 3D3F6886 | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 000006BA | C33585E0 | ------- ED82A5EC-933F-4BC0-BDCD-497FF579D5AF
 Section         | PEI dependency        |   N/A    | 00000028 | B1077547 | -------- PEI dependency section
 Section         | TE image              |   N/A    | 0000066C | 0E0331C6 | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 0000C0D6 | 814108CF | ------- C654E340-2DB5-4896-BBC4-6EA45CFEB434
 Section         | PEI dependency        |   N/A    | 0000004C | 5997AAD8 | -------- PEI dependency section
 Section         | TE image              |   N/A    | 0000C064 | 37F6F590 | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 000016BA | 98DDD9D2 | ------- 9473CA97-D04C-414D-BD42-DD3D87D26335
 Section         | PEI dependency        |   N/A    | 00000028 | B1077547 | -------- PEI dependency section
 Section         | TE image              |   N/A    | 0000166C | E219FA5A | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 000019BA | 1AB53DB0 | ------- 82518CF3-948C-41B0-BBE2-455F67BE4C1A
 Section         | PEI dependency        |   N/A    | 00000028 | B1077547 | -------- PEI dependency section
 Section         | TE image              |   N/A    | 0000196C | 1441E1A5 | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 00000DBA | 2A298666 | ------- AC678466-142B-4837-8F40-EDB1E65587B1
 Section         | PEI dependency        |   N/A    | 00000016 | 99E93E7C | -------- PEI dependency section
 Section         | TE image              |   N/A    | 00000D7C | C0C00886 | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 000002D2 | 1D875EA1 | ------- CE7E8F88-9D27-46C9-B633-21F8B8712071
 Section         | PEI dependency        |   N/A    | 00000028 | B1077547 | -------- PEI dependency section
 Section         | TE image              |   N/A    | 00000284 | FEB7EDC9 | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 000002CA | 6F0765CE | ------- BC27D546-5F2C-4C25-9B2F-448782409565
 Section         | PEI dependency        |   N/A    | 00000028 | BB3EB8AA | -------- PEI dependency section
 Section         | TE image              |   N/A    | 0000027C | 73736533 | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 000002D2 | 1B121BE1 | ------- C27B193A-D076-4AC6-8DA1-7AC67B4ACA06
 Section         | PEI dependency        |   N/A    | 00000028 | B1077547 | -------- PEI dependency section
 Section         | TE image              |   N/A    | 00000284 | 134A3282 | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 00002DC2 | 17654625 | ------- E9DD7F62-25EC-4F9D-A4AB-AAD20BF59A10
 Section         | PEI dependency        |   N/A    | 00000028 | B1077547 | -------- PEI dependency section
 Section         | TE image              |   N/A    | 00002D74 | 3B6CB8FD | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | Freeform              |   N/A    | 000000A4 | 9E7C5A29 | ------- 3FD1D3A2-99F7-420B-BC69-8BB1D492A332
 Section         | Freeform subtype GUID |   N/A    | 0000008C | C85582F1 | -------- 2EBE0275-6458-4AF9-91ED-D3F4EDB100AA
 File            | PEI module            |   N/A    | 00000BC2 | C5F34A02 | ------- C171DBBB-3AF7-408B-954E-789BFFD8CD2E
 Section         | PEI dependency        |   N/A    | 00000028 | B1077547 | -------- PEI dependency section
 Section         | TE image              |   N/A    | 00000B74 | FD4D9905 | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 000027BA | 87146D34 | ------- 838DCF34-907B-4D55-9A4B-A0EF7167B5F4
 Section         | PEI dependency        |   N/A    | 00000028 | B1077547 | -------- PEI dependency section
 Section         | TE image              |   N/A    | 0000276C | B0FAC9B9 | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 4C4F5494 | -------- Version section
 File            | PEI module            |   N/A    | 000005BA | 4B73C346 | ------- E3F7AF0C-DB93-4A36-A516-BE4844EA56C2
 Section         | PEI dependency        |   N/A    | 00000028 | B1077547 | -------- PEI dependency section
 Section         | TE image              |   N/A    | 0000056C | 07055002 | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | Freeform              |   N/A    | 0000026C | F8159A1E | ------- C91C3C17-FC74-46E5-BDBE-6F486A5A9F3C
 Section         | Freeform subtype GUID |   N/A    | 00000254 | D0CEBAD4 | -------- 00781CA1-5DE3-405F-ABB8-379C3C076984
 File            | Freeform              |   N/A    | 00000194 | D7967F37 | ------- 0DCA793A-EA96-42D8-BD7B-DC7F684E38C1
